Pset_ActionRequest	Request Source Label	A specific name or label that further qualifies the identity of a request source. In the event of an email, this may be the email address.
Pset_ActionRequest	Request Source Name	The person making the request, where known.
Pset_ActionRequest	Request Comments	Comments that may be made on the request.
Pset_ActorCommon	Number Of Actors	The number of actors that are to be dealt with together in the population.
Pset_ActorCommon	Category	Designation of the category into which the actors in the population belong.
Pset_ActorCommon	Skill Level	Skill level exhibited by the actor and which indicates an extent of their capability to perform actions on the artefacts upon which they can act.
Pset_ActuatorPHistory	Position	Indicates position of the actuator over time where 0.0 is fully closed and 1.0 is fully open.
Pset_ActuatorPHistory	Quality	Indicates the quality of measurement or failure condition, which may be further qualified by the Status.  True: measured values are considered reliable; False: measured values are considered not reliable (i.e. a fault has been detected); Unknown: reliability of values is uncertain.
Pset_ActuatorPHistory	Status	Indicates an error code or identifier, whose meaning is specific to the particular automation system.  Example values include: 'ConfigurationError', 'NotConnected', 'DeviceFailure', 'SensorFailure', 'LastKnown, 'CommunicationsFailure', 'OutOfService'.
Pset_ActuatorTypeCommon	Reference	Reference ID for this specified type in this project (e.g. type 'A-1'), provided, if there is no classification reference to a recognized classification system used.
Pset_ActuatorTypeCommon	Status	"Status of the element, predominately used in renovation or retrofitting projects. The status can be assigned to as ""New"" - element designed as new addition, ""Existing"" - element exists and remains, ""Demolish"" - element existed but is to be demolished,  ""Temporary"" - element will exists only temporary (like a temporary support structure)."
Pset_ActuatorTypeCommon	Fail Position	Specifies the required fail-safe position of the actuator.
Pset_ActuatorTypeCommon	Manual Override	Identifies whether hand-operated operation is provided as an override (= TRUE) or not (= FALSE). Note that this value should be set to FALSE by default in the case of a Hand Operated Actuator.
Pset_ActuatorTypeCommon	Application	Indicates application of actuator.
Pset_ActuatorTypeElectricActuator	Actuator Input Power	Maximum input power requirement.
Pset_ActuatorTypeElectricActuator	Electric Actuator Type	Enumeration that identifies electric actuator as defined by its operational principle.
Pset_ActuatorTypeHydraulicActuator	Input Pressure	Maximum design pressure for the actuator.
Pset_ActuatorTypeHydraulicActuator	Input Flowrate	Maximum hydraulic flowrate requirement.
Pset_ActuatorTypeLinearActuation	Force	Indicates the maximum close-off force for the actuator.
Pset_ActuatorTypeLinearActuation	Stroke	Indicates the maximum distance the actuator must traverse.
Pset_ActuatorTypePneumaticActuator	Input Pressure	Maximum input control air pressure requirement.
