Pset_ActionRequest	要請ソースタイプ	要請がなされる源のあらかじめ定義されたタイプの識別子。
Pset_ActionRequest	要請ソースラベル	要請源の識別を確認するための特定の名称またはラベル。電子メールの場合、電子メールアドレスに相当する。
Pset_ActionRequest	要請ソース名	要請を作成する人物の名称。
Pset_ActorCommon	関与者数	母集団において取り扱われる関与者の数。
Pset_ActorCommon	部門	母集団の中の関与者のカテゴリー（部門・分野）の指定。
Pset_ActorCommon	技能段階	関与者が示すスキルレベル（技能・技量段階）、および実行されるアクションへの能力を示すもの。
Pset_ActuatorPHistory	位置	アクチュエータの時間ごとの位置を示す値。0.0が完全に閉じられた状態で、1.0が完全に開いた状態。
Pset_ActuatorPHistory	品質	計測の品質を示す値。
Pset_ActuatorPHistory	状態	エラーコードまたはIDを示す。例：'ConfigurationError', 'NotConnected', 'DeviceFailure', 'SensorFailure', 'LastKnown, 'CommunicationsFailure', 'OutOfService'.
Pset_ActuatorTypeCommon	参照記号	このプロジェクトにおける参照記号(例：A-1)。分類コードではなく内部で使用されるプロジェクトタイプとして使用されるもの。
Pset_ActuatorTypeCommon	状態	要素（主にリノベーションまたは改修プロジェクトにおいて）の状態。 状態は、「新規(New)」－新しく追加される要素。「既存」－要素は存在し、かつ残りもの。「破壊」－要素は存在したが、廃棄されるもの。「一時的」－一時的に存在する要素（一時的にサポートしている構造のようなもの）。
Pset_ActuatorTypeCommon	フェールセーフタイプ	要求されたアクチュエータのフェールセーフタイプを示す。
Pset_ActuatorTypeCommon	オーバーライド機能の有無	オーバーライド機能として手動操作が提供されるか (= TRUE) 、否か （= FALSE)を識別する。手動で操作するアクチュエータの場合は、この値をデフォルトとしてFALSEに設定する必要があるので注意すること。
Pset_ActuatorTypeElectricActuator	入力電力	最大入力電力。
Pset_ActuatorTypeElectricActuator	電気式アクチュエータタイプ	作動原理によって定義された電気式アクチュエータを識別する一覧。
Pset_ActuatorTypeHydraulicActuator	入力圧力	アクチュエータへの最大設計圧力。
Pset_ActuatorTypeHydraulicActuator	入力流量	最大流量。
Pset_ActuatorTypeLinearActuation	最大推力	アクチュエータの最大締め切り力を示す。
Pset_ActuatorTypeLinearActuation	ストローク	アクチュエータが動く最大距離を示す。
Pset_ActuatorTypePneumaticActuator	入力圧力	最大制御空気圧。
Pset_ActuatorTypePneumaticActuator	入力流量	最大制御空気流量。
Pset_ActuatorTypeRotationalActuation	最大トルク	アクチュエータの最大締め切りトルクを示す。
Pset_ActuatorTypeRotationalActuation	最大回転角	アクチュエータが動く最大回転角を示す。
Pset_AirSideSystemInformation	名前	空調方式の名称。
Pset_AirSideSystemInformation	説明	空調方式の説明。
Pset_AirSideSystemInformation	搬送方式	基本的な空調方式（単一ダクト、二重ダクト、マルチゾーン等）。
Pset_AirSideSystemInformation	給気量	暖房、冷房の条件の、いずれか大きい条件で要求される設計給気量。
Pset_AirSideSystemInformation	総熱取得	居室の最大冷房負荷と空調システム（機器等）の再熱負荷による最大熱負荷。
Pset_AirSideSystemInformation	顕熱空調給気量	最大潜熱負荷に対応する給気量。
Pset_AirSideSystemInformation	顕熱空調負荷	ピーク時各居室の最大冷房負荷と空調システムの顕熱負荷による最大顕熱負荷。
Pset_AirSideSystemInformation	熱（エネルギー）ロス	ピーク時空調システム最大暖房負荷を提供する際の熱ロス。
Pset_AirSideSystemInformation	照明負荷係数	照明負荷係数。
Pset_AirSideSystemInformation	夏期すき間換気率	夏期すき間換気率。
Pset_AirSideSystemInformation	冬期すき間換気率	冬期すき間換気率。
Pset_AirSideSystemInformation	機器の負荷率	機器の負荷率。
Pset_AirSideSystemInformation	負荷の安全率	空調負荷計算用の安全率（割増係数）。
Pset_AirSideSystemInformation	暖房時送風温度差	空調送風量計算用の暖房給気温度差。
Pset_AirSideSystemInformation	冷房時送風温度差	空調送風量計算用の冷房給気温度差。
Pset_AirSideSystemInformation	外気量	要求された外気量。
Pset_AirSideSystemInformation	送風機電力消費量	送風機モーターからの熱取得。
Pset_AirTerminalBoxPHistory	ダンパ開度	制御ダンパの開度（０～１）
Pset_AirTerminalBoxPHistory	大気圧	周囲大気圧
Pset_AirTerminalBoxPHistory	騒音	騒音性能
Pset_AirTerminalBoxPHistory	流量曲線	ダンパ開度と風量の関係　　風量＝f(開度)
Pset_AirTerminalBoxTypeCommon	参照記号	このプロジェクトにおける参照記号(例：A-1)。分類コードではなく内部で使用されるプロジェクトタイプとして使用されるもの。
Pset_AirTerminalBoxTypeCommon	状態	要素（主にリノベーションまたは改修プロジェクトにおいて）の状態。 状態は、「新規(New)」－新しく追加される要素。「既存」－要素は存在し、かつ残りもの。「破壊」－要素は存在したが、廃棄されるもの。「一時的」－一時的に存在する要素（一時的にサポートしている構造のようなもの）。
Pset_AirTerminalBoxTypeCommon	風量範囲	送風できる風量の範囲
Pset_AirTerminalBoxTypeCommon	空気圧範囲	ターミナル入り口での許容静圧範囲
Pset_AirTerminalBoxTypeCommon	設計風量範囲	設計風量範囲
Pset_AirTerminalBoxTypeCommon	ターミナル形式	"ターミナルボックスの形式。
単一ダクト：単一のダクトから、温風または冷風を受け取る
デュアルダクト：温風、冷風を分離されたダクトから受け取る"
Pset_AirTerminalBoxTypeCommon	再熱形式	"ターミナルの再熱方式
（電気、水コイル、蒸気コイル、ガス加熱．．．）"
Pset_AirTerminalBoxTypeCommon	消音有無	ターミナルに消音があるか否か　（あればTRUE)
Pset_AirTerminalBoxTypeCommon	還気有無	ターミナルで還気を混合しているか否か（していればTRUE)
Pset_AirTerminalBoxTypeCommon	送風機有無	内部に送風機を持つ時にTRUE
Pset_AirTerminalBoxTypeCommon	設計入口空気圧	入口静圧の設計値
Pset_AirTerminalBoxTypeCommon	設計ダンパ直径	ダンパ直径の設計値
Pset_AirTerminalBoxTypeCommon	ハウジング板厚	ターミナルのハウジング材の板厚
Pset_AirTerminalBoxTypeCommon	動作温度範囲	許容周囲温度範囲
Pset_AirTerminalBoxTypeCommon	還気風量比	送風量の一部としての許容還気風量
Pset_AirTerminalOccurrence	エアフロータイプ	ターミナルを通過する気流の機能タイプ（給気、還気、排気他）
Pset_AirTerminalOccurrence	位置	制気口の取り付け位置（壁面高所・低部、天井ぺり、天井中央、床、床下他）
Pset_AirTerminalPHistory	風量	送風量
Pset_AirTerminalPHistory	ネック風速	ネックの風速
Pset_AirTerminalPHistory	暖房給気温度	暖房時の給気温度
Pset_AirTerminalPHistory	冷房給気温度	冷房時の給気温度
Pset_AirTerminalPHistory	圧力降下	設定風量での入口/出口間の全圧降下
Pset_AirTerminalPHistory	誘引率	"制気口からの距離とその排出方向に対する誘引比、
誘導比（または同調比）は、エアターミナルでの体積流量に対する噴流の体積流量の比である。"
Pset_AirTerminalPHistory	中心空気速度	"吹出口かからの距離と温度差に対する中心速度、
給気と室内空気の間の吹出口かからの距離と温度差の関数"
Pset_AirTerminalTypeCommon	参照記号	このプロジェクトにおける参照記号(例：A-1)。分類コードではなく内部で使用されるプロジェクトタイプとして使用されるもの。
Pset_AirTerminalTypeCommon	状態	要素（主にリノベーションまたは改修プロジェクトにおいて）の状態。 状態は、「新規(New)」－新しく追加される要素。「既存」－要素は存在し、かつ残りもの。「破壊」－要素は存在したが、廃棄されるもの。「一時的」－一時的に存在する要素（一時的にサポートしている構造のようなもの）。
Pset_AirTerminalTypeCommon	形状	ターミナルの形状（円状、四角形、正方形、スロット他）。　スロット（溝状）は一般的にアスペクト比１０以上が典型的である。
Pset_AirTerminalTypeCommon	表面タイプ	ターミナル表面の形式定義
Pset_AirTerminalTypeCommon	スロット巾	スロット巾
Pset_AirTerminalTypeCommon	スロット長	スロット長
Pset_AirTerminalTypeCommon	スロット数	スロット数
Pset_AirTerminalTypeCommon	流れ種類	流れ種類（単一直線、腹式直線、４方向、放射状、SWIRL、DISPLACEMENT、COMPACT他）
Pset_AirTerminalTypeCommon	流量範囲	操作されるターミナル内の空気流の範囲
Pset_AirTerminalTypeCommon	温度範囲	操作されるターミナルの温度範囲
Pset_AirTerminalTypeCommon	吐き出し方向	"ターミナルの吐き出し方向
水平：取り付け面と水平に吐き出し
垂直：取り付け面から離れた方向に吐き出し
調節可能：水平・垂直方向両方に調整"
Pset_AirTerminalTypeCommon	到達距離	"ターミナルからの水平または垂直の到達距離
流量範囲の最大値での吐き出し速度が設定された流速に減速するまでの上限値"
Pset_AirTerminalTypeCommon	空気拡散性能指標	"空気拡散性能指標（ADPI)は冷房時に使用される。
空気速度および気温のいくつかの測定が空間の居住域の隅々でなされる場合、ADPIは有効な草案の温度および空気速度のための仕様に遭遇する測定が得られた位置の割合である。"
Pset_AirTerminalTypeCommon	仕上げ形式	ターミナルの仕上げの形式（ANNODIZED,塗装他）
Pset_AirTerminalTypeCommon	仕上げ色	ターミナルの仕上げ色
Pset_AirTerminalTypeCommon	取り付け形式	"ターミナルが天井や壁などに取り付けられる方法。
表面、水平、LAYIN他
表面：何か（壁・ダクト等）の表面に取り付け
FLATFLUSH：表面に水平・Flushni取り付け
LAYIN：天井にlay-in形式での取り付け（下がり天井格子など）"
Pset_AirTerminalTypeCommon	コア形式	取り付けられたターミナルのコアの定義方法（SHUTTERBLADE, CURVEDBLADE, REMOVABLE, REVERSIBLEなど）
Pset_AirTerminalTypeCommon	水平羽根角度	水平翼の中心線からの水平（ローカル座標のＸ軸）面の羽根角度
Pset_AirTerminalTypeCommon	垂直羽根角度	垂直翼の中心線からの垂直（ローカル座標のＹ軸）方向の羽根角度
Pset_AirTerminalTypeCommon	自己制御有無	もし真なら、ターミナルに自身による温度制御が含まれる
Pset_AirTerminalTypeCommon	流量制御形式	"ターミナルの構成の一部として含まれる流量制御の形式
（ダンパー、ベローズ、無し…）"
Pset_AirTerminalTypeCommon	消音有無	ターミナルに消音が付いている場合に真
Pset_AirTerminalTypeCommon	断熱有無	ターミナルに断熱がある場合に真
Pset_AirTerminalTypeCommon	ネック面積	ターミナルのネック面積
Pset_AirTerminalTypeCommon	有効面積	ターミナルの有効吹き出し範囲
Pset_AirTerminalTypeCommon	流量制御特性	標準の圧力低下における流量制御装置の位置に対する流量
Pset_AirToAirHeatRecoveryPHistory	顕熱効率	"顕熱効率
効率は、最大可能熱交換に対する熱交換の比率で定義される"
Pset_AirToAirHeatRecoveryPHistory	全熱効率	"全熱効率
最大可能熱交換に対する熱交換の比率"
Pset_AirToAirHeatRecoveryPHistory	温度効率	"温度熱交換効率：
最大可能温度変化に対する一次側温度変化の比"
Pset_AirToAirHeatRecoveryPHistory	デフロスト温度効率	デフロスト作動時の温度熱交換効率
Pset_AirToAirHeatRecoveryPHistory	湿度効率	"湿度熱交換効率：
最大可能絶対湿度変化に対する一次側絶対湿度変化の比"
Pset_AirToAirHeatRecoveryPHistory	顕熱交換量	顕熱交換量
Pset_AirToAirHeatRecoveryPHistory	潜熱交換量	潜熱交換量
Pset_AirToAirHeatRecoveryPHistory	全熱交換量	全熱交換量
Pset_AirToAirHeatRecoveryPHistory	顕熱効率テーブル	一次と二次空気量の関数としての顕熱交換効率曲線
Pset_AirToAirHeatRecoveryPHistory	全熱効率テーブル	一次と二次空気量の関数としての全熱交換効率曲線
Pset_AirToAirHeatRecoveryPHistory	空気圧力降下曲線	風量の関数としての空気圧力降下
Pset_AirToAirHeatRecoveryTypeCommon	参照記号	このプロジェクトにおける参照記号(例：A-1)。分類コードではなく内部で使用されるプロジェクトタイプとして使用されるもの。
Pset_AirToAirHeatRecoveryTypeCommon	状態	要素（主にリノベーションまたは改修プロジェクトにおいて）の状態。 状態は、「新規(New)」－新しく追加される要素。「既存」－要素は存在し、かつ残りもの。「破壊」－要素は存在したが、廃棄されるもの。「一時的」－一時的に存在する要素（一時的にサポートしている構造のようなもの）。
Pset_AirToAirHeatRecoveryTypeCommon	熱交換種類	空気間の熱交換の種類（顕熱、潜熱…）
Pset_AirToAirHeatRecoveryTypeCommon	デフロスト有無	熱交換器のデフロスト機能有無
Pset_AirToAirHeatRecoveryTypeCommon	動作温度範囲	動作を許容する周囲温度の範囲
Pset_AirToAirHeatRecoveryTypeCommon	一次側風量範囲	一次側の送風可能範囲
Pset_AirToAirHeatRecoveryTypeCommon	二次側風量範囲	二次側の送風可能範囲
Pset_AlarmTypeCommon	参照記号	このプロジェクトにおける参照記号(例：A-1)。分類コードではなく内部で使用されるプロジェクトタイプとして使用されるもの。
Pset_AlarmTypeCommon	状態	要素（主にリノベーションまたは改修プロジェクトにおいて）の状態。 状態は、「新規(New)」－新しく追加される要素。「既存」－要素は存在し、かつ残りもの。「破壊」－要素は存在したが、廃棄されるもの。「一時的」－一時的に存在する要素（一時的にサポートしている構造のようなもの）。
Pset_AlarmTypeCommon	条件	Pset_AlarmPHistory.Conditionで使用される、警報条件の識別子とラベル情報のマッピングを行う。
Pset_AnnotationContourLine	等高線値	参照平面に対する等高線の高さ値。
Pset_AnnotationLineOfSight	後退距離	副要素の軸に沿った主要素の接続点からの後退距離（例えば、可視線が測定される公道からの距離）。
Pset_AnnotationLineOfSight	左側可視角度	左側の経路に可視出来る角度。
Pset_AnnotationLineOfSight	右側可視角度	右側の経路に可視出来る角度。
Pset_AnnotationLineOfSight	左側道路可視距離	左側の経路に可視出来る距離。
Pset_AnnotationLineOfSight	右側道路可視距離	右側の経路に可視出来る距離。
Pset_Asset	資産会計種別	会計の定義済み種別。
Pset_Asset	資産税種別	税の定義済み種別。
Pset_Asset	資産保険種別	保険の定義済み種別。
Pset_AudioVisualAppliancePHistory	電源状態	機器の電源オンオフの時間ごとの状態を示す。
